2.483237116307302622e-02 9.633366622535131929e-03 4.887952593190842028e-03 1.380740802830549094e-03 4.907997976552672809e-03 1.904843608422683359e-03 7.349444362812184708e-04 2.113986825919304726e-04 2.880933105677214393e-03 1.117617106031836526e-03 5.670933549532601028e-04 1.601912154516549553e-04 5.535474835240571014e-04 2.148368343080843575e-04 8.298787625697961123e-05 2.386772503679022918e-05
9.633366622535135398e-03 4.744322966676772779e-02 1.611192122576820878e-03 5.988630040503691541e-03 1.904764669934629019e-03 9.383720441462659739e-03 2.460036423970064757e-04 9.299582178055955427e-04 1.117617107777809033e-03 5.504136250067082244e-03 1.869278162036932904e-04 6.947893032430173038e-04 2.148279280603065369e-04 1.058336377018650239e-03 2.777497222130514951e-05 1.049854566425609888e-04
4.887952593190843763e-03 1.611192122576821529e-03 3.560562246528915786e-02 8.673412155169774734e-03 8.328455455911585410e-04 2.791188448692722194e-04 4.680187486864501555e-03 1.140628896942091431e-03 5.670918118095236117e-04 1.869272921504836090e-04 4.130997567959532671e-03 1.006297322915178068e-03 9.403638737869592600e-05 3.151193370249972685e-05 5.290882971490970359e-04 1.289459520990613405e-04
1.380740802830549528e-03 5.988630040503694144e-03 8.673412155169771265e-03 2.759595987386608343e-02 2.389174962514820490e-04 1.051816449611366489e-03 1.140555022117045302e-03 3.631036579581439945e-03 1.601907857359244813e-04 6.947873954674669205e-04 1.006297324592388956e-03 3.201708648115759136e-03 2.697316149293442982e-05 1.187361785437906017e-04 1.289376170962673444e-04 4.104800710748151009e-04
4.907997976552674543e-03 1.904764669934630103e-03 8.328455455911585410e-04 2.389174962514820219e-04 6.337902450768674589e-02 2.460411996423506747e-02 8.596965151447829787e-03 2.503020954673161602e-03 5.601825932599759734e-04 2.174029078109399494e-04 9.518721692377192262e-05 2.730294764910751166e-05 7.074056436163173728e-03 2.746191357474334679e-03 9.595627545876687838e-04 2.793779657116354201e-04
1.904843608422684444e-03 9.383720441462664943e-03 2.791188448692721652e-04 1.051816449611366056e-03 2.460411996423507441e-02 1.212308852379005986e-01 2.915358942291290840e-03 1.113719188038241742e-02 2.174119534965523125e-04 1.071021783248188655e-03 3.189746146493994646e-05 1.201874185779758079e-04 2.746191359456419748e-03 1.353119741334777790e-02 3.254016535326284694e-04 1.243091033676494523e-03
7.349444362812190129e-04 2.460036423970064757e-04 4.680187486864500687e-03 1.140555022117045302e-03 8.596965151447836725e-03 2.915358942291290840e-03 4.306908565188567045e-02 1.050107135422070036e-02 8.397771022664327013e-05 2.810601552913555558e-05 5.355133615767339881e-04 1.305033579266176461e-04 9.595610903814458682e-04 3.254010882651226519e-04 4.807283495133524327e-03 1.172108107686903929e-03
2.113986825919304184e-04 9.299582178055953259e-04 1.140628896942090997e-03 3.631036579581437777e-03 2.503020954673162470e-03 1.113719188038241568e-02 1.050107135422069862e-02 3.344922667992360904e-02 2.415234020585980284e-05 1.062366168580867500e-04 1.305118230957772298e-04 4.154646654919326573e-04 2.793775024640654503e-04 1.243088976783975584e-03 1.172108109451424100e-03 3.733534044338765456e-03
2.880933105677215694e-03 1.117617107777809033e-03 5.670918118095233948e-04 1.601907857359244000e-04 5.601825932599757566e-04 2.174119534965522583e-04 8.397771022664327013e-05 2.415234020585979946e-05 3.959466565052555120e-02 1.536018762848817380e-02 7.794124525509192082e-03 2.201661984061147395e-03 7.508294860631503989e-03 2.914031316718922876e-03 1.126701733570857405e-03 3.240118492825921947e-04
1.117617106031837176e-03 5.504136250067085713e-03 1.869272921504835819e-04 6.947873954674668121e-04 2.174029078109399223e-04 1.071021783248188221e-03 2.810601552913555219e-05 1.062366168580867500e-04 1.536018762848817380e-02 7.564716175936898879e-02 2.569128842065570000e-03 9.549141040980271833e-03 2.913910074940971855e-03 1.435517427544749300e-02 3.770543903786825984e-04 1.425081992991600972e-03
5.670933549532604281e-04 1.869278162036932904e-04 4.130997567959531803e-03 1.006297324592388739e-03 9.518721692377188196e-05 3.189746146493994646e-05 5.355133615767338796e-04 1.305118230957771756e-04 7.794124525509190347e-03 2.569128842065569567e-03 5.677746810203451733e-02 1.383080254731743584e-02 1.276991811364506504e-03 4.278852647336049112e-04 7.191730611597781445e-03 1.752716373677445840e-03
1.601912154516551450e-04 6.947893032430177375e-04 1.006297322915178502e-03 3.201708648115758702e-03 2.730294764910753537e-05 1.201874185779758621e-04 1.305033579266177545e-04 4.154646654919328741e-04 2.201661984061149130e-03 9.549141040980273568e-03 1.383080254731744625e-02 4.400508343259487004e-02 3.662514442719385743e-04 1.612109651787638643e-03 1.752602911598315737e-03 5.579487405113251267e-03
5.535474835240574267e-04 2.148279280603066182e-04 9.403638737869587179e-05 2.697316149293441627e-05 7.074056436163175463e-03 2.746191359456419748e-03 9.595610903814459766e-04 2.793775024640654503e-04 7.508294860631503122e-03 2.913910074940970988e-03 1.276991811364506938e-03 3.662514442719384659e-04 9.401819863100017993e-02 3.649843086929724367e-02 1.275324225022514239e-02 3.713119568161924594e-03
2.148368343080843575e-04 1.058336377018650239e-03 3.151193370249971330e-05 1.187361785437905610e-04 2.746191357474334245e-03 1.353119741334777443e-02 3.254010882651225977e-04 1.243088976783975584e-03 2.914031316718923310e-03 1.435517427544749126e-02 4.278852647336046943e-04 1.612109651787637776e-03 3.649843086929724367e-02 1.798372372955344689e-01 4.324805257576751737e-03 1.652149511198563667e-02
